               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,             0.18031,            0.008687,                   0,               0.993,                   1,               0.995,             0.97521,             0.21422,           0.0045632,                   0,           0.0090705,           0.0090705,           0.0090705
                 171,             0.18034,           0.0087328,                   0,             0.99727,                   1,               0.995,             0.96617,             0.21734,           0.0053741,                   0,            0.009065,            0.009065,            0.009065
                 172,             0.18134,            0.008568,                   0,             0.99617,                   1,               0.995,             0.96758,             0.21717,           0.0048056,                   0,           0.0090595,           0.0090595,           0.0090595
                 173,             0.18251,           0.0085657,                   0,              0.9965,                   1,               0.995,             0.97029,             0.21822,           0.0050177,                   0,            0.009054,            0.009054,            0.009054
                 174,             0.18768,           0.0087998,                   0,             0.98437,                   1,             0.99433,              0.9724,             0.21546,           0.0051195,                   0,           0.0090485,           0.0090485,           0.0090485
                 175,             0.18612,           0.0087316,                   0,             0.98663,             0.99726,             0.99487,             0.96849,             0.21921,           0.0056411,                   0,            0.009043,            0.009043,            0.009043
                 176,             0.17897,           0.0091359,                   0,             0.99747,                   1,               0.995,             0.96758,             0.22145,           0.0051324,                   0,           0.0090375,           0.0090375,           0.0090375
                 177,             0.18126,           0.0086581,                   0,             0.99712,                   1,               0.995,             0.97317,             0.21848,           0.0070091,                   0,            0.009032,            0.009032,            0.009032
                 178,             0.17866,            0.008699,                   0,             0.99652,                   1,               0.995,             0.97813,             0.21499,            0.005329,                   0,           0.0090265,           0.0090265,           0.0090265
                 179,             0.17816,           0.0085996,                   0,             0.99488,                   1,               0.995,             0.97594,             0.21691,           0.0062664,                   0,            0.009021,            0.009021,            0.009021
                 180,             0.18217,           0.0091811,                   0,             0.99678,                   1,               0.995,             0.97784,             0.21824,           0.0061784,                   0,           0.0090155,           0.0090155,           0.0090155
                 181,             0.18869,           0.0094897,                   0,             0.98377,             0.98649,             0.98168,             0.89945,             0.25816,            0.015124,                   0,             0.00901,             0.00901,             0.00901
                 182,             0.19584,            0.010803,                   0,             0.65077,             0.83784,             0.66136,             0.55727,             0.47407,            0.043265,                   0,           0.0090045,           0.0090045,           0.0090045
                 183,             0.19474,            0.010796,                   0,                   1,             0.93202,             0.94971,             0.75529,             0.30414,            0.016351,                   0,            0.008999,            0.008999,            0.008999
                 184,             0.19569,           0.0097278,                   0,             0.99787,                   1,               0.995,             0.93634,             0.22488,           0.0069138,                   0,           0.0089935,           0.0089935,           0.0089935
                 185,             0.19789,            0.010207,                   0,             0.99587,                   1,               0.995,             0.95411,             0.22431,           0.0075972,                   0,            0.008988,            0.008988,            0.008988
                 186,             0.19219,           0.0096914,                   0,             0.99762,                   1,               0.995,             0.97261,             0.21601,           0.0051322,                   0,           0.0089825,           0.0089825,           0.0089825
                 187,              0.1866,           0.0095096,                   0,             0.99682,                   1,               0.995,             0.97812,             0.21322,           0.0046176,                   0,            0.008977,            0.008977,            0.008977
                 188,             0.18419,           0.0093001,                   0,             0.99544,                   1,               0.995,             0.97039,             0.21842,           0.0058669,                   0,           0.0089715,           0.0089715,           0.0089715
                 189,             0.18388,           0.0091151,                   0,             0.99709,                   1,               0.995,             0.97268,              0.2179,           0.0056373,                   0,            0.008966,            0.008966,            0.008966
                 190,             0.18395,           0.0088191,                   0,             0.99663,                   1,               0.995,             0.97289,             0.21579,           0.0057382,                   0,           0.0089605,           0.0089605,           0.0089605
                 191,             0.18043,           0.0087113,                   0,             0.99683,                   1,               0.995,             0.97257,             0.21655,            0.005847,                   0,            0.008955,            0.008955,            0.008955
                 192,              0.1872,           0.0086371,                   0,             0.99648,                   1,               0.995,             0.97945,             0.21753,           0.0065299,                   0,           0.0089495,           0.0089495,           0.0089495
                 193,             0.19697,           0.0088465,                   0,             0.99668,                   1,               0.995,              0.9633,             0.21752,           0.0056282,                   0,            0.008944,            0.008944,            0.008944
                 194,             0.18422,            0.008943,                   0,             0.99381,                   1,               0.995,              0.9818,              0.2129,           0.0051874,                   0,           0.0089385,           0.0089385,           0.0089385
                 195,              0.1827,           0.0088281,                   0,             0.99753,                   1,               0.995,             0.96784,             0.21599,           0.0046786,                   0,            0.008933,            0.008933,            0.008933
                 196,             0.18334,            0.008495,                   0,              0.9956,                   1,               0.995,             0.97192,             0.21316,           0.0044954,                   0,           0.0089275,           0.0089275,           0.0089275
                 197,             0.19203,           0.0089629,                   0,             0.99546,                   1,               0.995,             0.96954,             0.21784,            0.004347,                   0,            0.008922,            0.008922,            0.008922
                 198,             0.18474,           0.0087677,                   0,             0.99722,                   1,               0.995,             0.96427,              0.2173,           0.0047476,                   0,           0.0089165,           0.0089165,           0.0089165
                 199,              0.1802,           0.0087039,                   0,             0.99699,                   1,               0.995,             0.98264,             0.21242,           0.0044243,                   0,            0.008911,            0.008911,            0.008911
                 200,             0.18025,            0.008437,                   0,                   1,             0.97479,               0.995,             0.97492,             0.21316,           0.0045749,                   0,           0.0089055,           0.0089055,           0.0089055
                 201,             0.18181,           0.0082702,                   0,             0.99576,                   1,               0.995,             0.98287,             0.21055,           0.0048393,                   0,              0.0089,              0.0089,              0.0089
                 202,             0.17925,           0.0083373,                   0,             0.99693,                   1,               0.995,             0.97337,             0.22031,           0.0041522,                   0,           0.0088945,           0.0088945,           0.0088945
                 203,             0.17438,           0.0081181,                   0,             0.99637,             0.98649,             0.99487,             0.97625,             0.21172,            0.004618,                   0,            0.008889,            0.008889,            0.008889
                 204,             0.17837,           0.0080771,                   0,             0.99688,                   1,               0.995,             0.97524,             0.21176,           0.0048037,                   0,           0.0088835,           0.0088835,           0.0088835
                 205,              0.1825,           0.0084176,                   0,             0.99641,                   1,               0.995,             0.97935,             0.21293,           0.0043056,                   0,            0.008878,            0.008878,            0.008878
                 206,             0.17986,           0.0088259,                   0,             0.99671,                   1,               0.995,             0.97673,              0.2145,           0.0062144,                   0,           0.0088725,           0.0088725,           0.0088725
                 207,             0.18116,           0.0085876,                   0,             0.99166,                   1,               0.995,             0.97443,             0.21454,           0.0048861,                   0,            0.008867,            0.008867,            0.008867
                 208,             0.18682,           0.0090583,                   0,              0.9965,                   1,               0.995,             0.97001,             0.21511,           0.0046332,                   0,           0.0088615,           0.0088615,           0.0088615
                 209,             0.17991,             0.00882,                   0,             0.99829,                   1,               0.995,              0.9704,             0.21875,           0.0048565,                   0,            0.008856,            0.008856,            0.008856
                 210,             0.17667,           0.0082352,                   0,             0.99308,             0.97297,             0.99219,              0.9649,             0.22073,           0.0048442,                   0,           0.0088505,           0.0088505,           0.0088505
                 211,             0.18043,           0.0084062,                   0,             0.98527,                   1,               0.995,             0.97734,             0.21477,           0.0053102,                   0,            0.008845,            0.008845,            0.008845
                 212,             0.17756,           0.0082483,                   0,             0.99727,                   1,               0.995,             0.97577,             0.21188,           0.0049431,                   0,           0.0088395,           0.0088395,           0.0088395
                 213,             0.17944,            0.008393,                   0,                   1,             0.99947,               0.995,             0.97518,             0.21625,           0.0043039,                   0,            0.008834,            0.008834,            0.008834
                 214,             0.17879,           0.0081648,                   0,              0.9824,                   1,             0.99487,              0.9739,             0.21347,           0.0051207,                   0,           0.0088285,           0.0088285,           0.0088285
                 215,             0.17486,           0.0084026,                   0,             0.99701,                   1,               0.995,             0.97081,             0.21243,           0.0046908,                   0,            0.008823,            0.008823,            0.008823
                 216,             0.17565,           0.0085948,                   0,             0.99668,                   1,               0.995,             0.97603,              0.2135,           0.0042899,                   0,           0.0088175,           0.0088175,           0.0088175
                 217,             0.17901,            0.008304,                   0,             0.99625,                   1,               0.995,             0.97915,             0.21478,           0.0041756,                   0,            0.008812,            0.008812,            0.008812
                 218,             0.18003,            0.008168,                   0,             0.99642,                   1,               0.995,             0.97292,             0.21793,           0.0049111,                   0,           0.0088065,           0.0088065,           0.0088065
                 219,             0.17944,           0.0080151,                   0,              0.9976,                   1,               0.995,             0.97305,             0.21335,           0.0043877,                   0,            0.008801,            0.008801,            0.008801
                 220,             0.17838,           0.0081145,                   0,             0.99729,                   1,               0.995,             0.97488,             0.21493,           0.0041571,                   0,           0.0087955,           0.0087955,           0.0087955
                 221,             0.17821,            0.008282,                   0,             0.99436,             0.97297,               0.983,             0.95997,             0.21343,           0.0046062,                   0,             0.00879,             0.00879,             0.00879
                 222,             0.17877,           0.0084223,                   0,                   1,             0.99456,               0.995,             0.97515,             0.21929,           0.0050725,                   0,           0.0087845,           0.0087845,           0.0087845
                 223,             0.18162,           0.0090191,                   0,            0.017958,             0.83784,            0.018112,            0.017129,                 nan,                 nan,                   0,            0.008779,            0.008779,            0.008779
                 224,              0.1877,             0.00949,                   0,             0.99432,             0.98649,             0.99487,             0.95046,             0.22768,           0.0064012,                   0,           0.0087735,           0.0087735,           0.0087735
                 225,             0.18597,           0.0092169,                   0,             0.99723,                   1,               0.995,             0.97074,               0.218,           0.0073353,                   0,            0.008768,            0.008768,            0.008768
                 226,             0.18163,           0.0087833,                   0,             0.97353,             0.99398,             0.99433,             0.97107,             0.21738,           0.0057949,                   0,           0.0087625,           0.0087625,           0.0087625
                 227,             0.18366,           0.0089888,                   0,                   1,             0.99755,               0.995,             0.97093,             0.21725,           0.0048388,                   0,            0.008757,            0.008757,            0.008757
                 228,             0.18792,            0.009053,                   0,             0.99409,                   1,               0.995,             0.96943,             0.21335,           0.0059687,                   0,           0.0087515,           0.0087515,           0.0087515
                 229,             0.18669,           0.0089045,                   0,             0.99673,                   1,               0.995,             0.97124,             0.21469,           0.0050135,                   0,            0.008746,            0.008746,            0.008746
                 230,             0.17959,           0.0087337,                   0,             0.99704,                   1,               0.995,             0.97748,             0.21447,           0.0047689,                   0,           0.0087405,           0.0087405,           0.0087405
                 231,             0.17977,           0.0090121,                   0,             0.98731,                   1,               0.995,             0.97267,             0.21542,           0.0050659,                   0,            0.008735,            0.008735,            0.008735
                 232,             0.17839,           0.0088605,                   0,             0.99498,                   1,               0.995,             0.97517,             0.21707,           0.0055062,                   0,           0.0087295,           0.0087295,           0.0087295
                 233,             0.18345,           0.0089212,                   0,             0.99614,                   1,               0.995,             0.97612,             0.21506,           0.0044237,                   0,            0.008724,            0.008724,            0.008724
                 234,             0.18015,           0.0089277,                   0,             0.99675,                   1,               0.995,             0.96811,             0.21886,           0.0052986,                   0,           0.0087185,           0.0087185,           0.0087185
                 235,             0.17607,           0.0087351,                   0,             0.99646,                   1,               0.995,             0.96986,             0.21668,           0.0047416,                   0,            0.008713,            0.008713,            0.008713
                 236,             0.17527,           0.0079998,                   0,             0.99673,                   1,               0.995,             0.97841,             0.21336,           0.0046296,                   0,           0.0087075,           0.0087075,           0.0087075
                 237,             0.17132,           0.0078522,                   0,             0.99598,                   1,               0.995,             0.95716,             0.21858,           0.0045349,                   0,            0.008702,            0.008702,            0.008702
                 238,             0.17742,           0.0079167,                   0,             0.99668,                   1,               0.995,              0.9781,             0.21476,           0.0058067,                   0,           0.0086965,           0.0086965,           0.0086965
                 239,              0.1776,           0.0080878,                   0,             0.99701,                   1,               0.995,             0.97086,             0.21595,           0.0042888,                   0,            0.008691,            0.008691,            0.008691
                 240,             0.17476,           0.0081035,                   0,             0.99609,                   1,               0.995,             0.96896,             0.21384,           0.0044458,                   0,           0.0086855,           0.0086855,           0.0086855
                 241,             0.17707,           0.0081593,                   0,             0.97208,                   1,              0.9946,              0.9708,             0.21439,           0.0051994,                   0,             0.00868,             0.00868,             0.00868
                 242,             0.17456,           0.0080057,                   0,             0.99705,                   1,               0.995,             0.97869,             0.21301,           0.0040247,                   0,           0.0086745,           0.0086745,           0.0086745
                 243,             0.17575,           0.0077891,                   0,             0.99596,                   1,               0.995,             0.98277,             0.21256,           0.0041283,                   0,            0.008669,            0.008669,            0.008669
                 244,              0.1828,           0.0080416,                   0,             0.99591,                   1,               0.995,             0.96263,             0.21346,           0.0045087,                   0,           0.0086635,           0.0086635,           0.0086635
                 245,             0.17979,           0.0079406,                   0,             0.99778,                   1,               0.995,             0.97913,             0.21498,           0.0050415,                   0,            0.008658,            0.008658,            0.008658
                 246,             0.17692,           0.0080956,                   0,             0.94514,                   1,             0.99277,              0.9812,             0.21198,            0.005424,                   0,           0.0086525,           0.0086525,           0.0086525
                 247,             0.17409,           0.0083202,                   0,             0.97835,                   1,               0.995,             0.97893,             0.21341,           0.0045289,                   0,            0.008647,            0.008647,            0.008647
                 248,             0.18037,           0.0081243,                   0,             0.98652,             0.98919,             0.99487,             0.97278,             0.21881,           0.0047283,                   0,           0.0086415,           0.0086415,           0.0086415
                 249,             0.18133,           0.0086611,                   0,             0.97312,             0.97844,             0.98299,             0.94288,             0.27118,           0.0057772,                   0,            0.008636,            0.008636,            0.008636
                 250,             0.17992,           0.0085228,                   0,             0.99324,                   1,               0.995,              0.9725,             0.21518,           0.0044561,                   0,           0.0086305,           0.0086305,           0.0086305
                 251,             0.17634,           0.0082084,                   0,             0.99978,             0.98649,             0.99449,             0.97419,              0.2159,           0.0046905,                   0,            0.008625,            0.008625,            0.008625
                 252,             0.18016,           0.0082766,                   0,             0.99674,             0.97297,             0.99327,             0.97347,             0.21696,           0.0048423,                   0,           0.0086195,           0.0086195,           0.0086195
                 253,             0.18286,           0.0087886,                   0,             0.99453,                   1,               0.995,             0.97519,             0.21334,           0.0053118,                   0,            0.008614,            0.008614,            0.008614
                 254,             0.18273,           0.0085481,                   0,             0.99664,                   1,               0.995,             0.98419,             0.21552,           0.0042825,                   0,           0.0086085,           0.0086085,           0.0086085
                 255,             0.17689,           0.0082003,                   0,             0.99665,                   1,               0.995,             0.97437,             0.21017,           0.0042741,                   0,            0.008603,            0.008603,            0.008603
                 256,             0.17429,           0.0083398,                   0,             0.99668,                   1,               0.995,             0.96972,             0.21585,           0.0070563,                   0,           0.0085975,           0.0085975,           0.0085975
                 257,             0.17616,           0.0080055,                   0,             0.99688,                   1,               0.995,             0.96561,             0.21636,           0.0046529,                   0,            0.008592,            0.008592,            0.008592
                 258,              0.1798,           0.0083358,                   0,             0.99611,                   1,               0.995,             0.97616,             0.21446,           0.0045098,                   0,           0.0085865,           0.0085865,           0.0085865
                 259,             0.17949,           0.0081739,                   0,              0.9967,                   1,               0.995,             0.97666,             0.21286,           0.0052133,                   0,            0.008581,            0.008581,            0.008581
                 260,             0.18174,           0.0084022,                   0,             0.99735,                   1,               0.995,             0.98047,             0.21465,            0.004611,                   0,           0.0085755,           0.0085755,           0.0085755
                 261,             0.18189,           0.0083552,                   0,             0.94586,             0.87838,              0.9031,             0.83068,             0.36954,           0.0087378,                   0,             0.00857,             0.00857,             0.00857
                 262,             0.18027,           0.0085145,                   0,             0.23058,             0.33784,             0.13545,            0.087216,              1.0323,            0.084473,                   0,           0.0085645,           0.0085645,           0.0085645
                 263,             0.18408,           0.0091891,                   0,             0.95703,             0.95946,             0.98847,             0.94554,             0.22799,           0.0065702,                   0,            0.008559,            0.008559,            0.008559
                 264,             0.18175,           0.0085469,                   0,             0.99616,                   1,               0.995,             0.96209,             0.22099,           0.0055677,                   0,           0.0085535,           0.0085535,           0.0085535
                 265,             0.17971,           0.0084004,                   0,             0.99563,                   1,               0.995,             0.96476,             0.21528,           0.0059555,                   0,            0.008548,            0.008548,            0.008548
                 266,             0.17836,           0.0081748,                   0,             0.94197,                   1,             0.99244,             0.97584,             0.21227,           0.0053246,                   0,           0.0085425,           0.0085425,           0.0085425
                 267,             0.17797,           0.0085325,                   0,             0.99689,                   1,               0.995,             0.97663,             0.21295,           0.0047186,                   0,            0.008537,            0.008537,            0.008537
                 268,             0.17995,           0.0085273,                   0,             0.99645,                   1,               0.995,             0.96959,             0.21327,           0.0051663,                   0,           0.0085315,           0.0085315,           0.0085315
                 269,             0.17837,           0.0084683,                   0,             0.99834,                   1,               0.995,             0.96065,              0.2179,           0.0047979,                   0,            0.008526,            0.008526,            0.008526
                 270,             0.17272,           0.0080545,                   0,             0.99633,                   1,               0.995,             0.97884,             0.21447,           0.0044852,                   0,           0.0085205,           0.0085205,           0.0085205
                 271,             0.17429,           0.0082099,                   0,             0.99598,                   1,               0.995,             0.97728,             0.21263,           0.0046199,                   0,            0.008515,            0.008515,            0.008515
                 272,             0.17427,           0.0077919,                   0,             0.99599,                   1,               0.995,             0.96766,             0.21374,           0.0052172,                   0,           0.0085095,           0.0085095,           0.0085095
                 273,             0.17385,           0.0082642,                   0,              0.9974,                   1,               0.995,             0.97743,             0.21436,           0.0045152,                   0,            0.008504,            0.008504,            0.008504
                 274,             0.17608,           0.0080064,                   0,             0.99728,                   1,               0.995,             0.97574,             0.21489,           0.0049126,                   0,           0.0084985,           0.0084985,           0.0084985
                 275,             0.17171,           0.0080168,                   0,              0.9972,                   1,               0.995,             0.97864,             0.21315,            0.004512,                   0,            0.008493,            0.008493,            0.008493
                 276,             0.17488,           0.0077953,                   0,             0.99723,                   1,               0.995,             0.97622,               0.212,           0.0039861,                   0,           0.0084875,           0.0084875,           0.0084875
                 277,             0.17567,           0.0081244,                   0,             0.99728,                   1,               0.995,             0.97607,             0.21519,           0.0044657,                   0,            0.008482,            0.008482,            0.008482
                 278,             0.17624,           0.0082188,                   0,             0.99445,                   1,               0.995,             0.97301,             0.21416,           0.0046147,                   0,           0.0084765,           0.0084765,           0.0084765
                 279,             0.17469,            0.008141,                   0,              0.9971,                   1,               0.995,             0.97906,             0.21229,           0.0044169,                   0,            0.008471,            0.008471,            0.008471
                 280,             0.17392,           0.0077035,                   0,             0.99644,                   1,               0.995,             0.97807,             0.21095,           0.0046527,                   0,           0.0084655,           0.0084655,           0.0084655
                 281,             0.17385,           0.0075482,                   0,             0.99418,                   1,               0.995,              0.9765,             0.21231,           0.0046734,                   0,             0.00846,             0.00846,             0.00846
                 282,             0.17033,           0.0077398,                   0,             0.98075,                   1,             0.99487,             0.98471,             0.20922,           0.0042194,                   0,           0.0084545,           0.0084545,           0.0084545
                 283,             0.17299,           0.0077084,                   0,             0.99668,                   1,               0.995,             0.98037,             0.21231,           0.0042098,                   0,            0.008449,            0.008449,            0.008449
                 284,             0.17044,           0.0074759,                   0,             0.99743,                   1,               0.995,             0.98172,             0.21165,           0.0040443,                   0,           0.0084435,           0.0084435,           0.0084435
                 285,             0.16893,           0.0073382,                   0,             0.99711,                   1,               0.995,              0.9769,             0.21418,           0.0043795,                   0,            0.008438,            0.008438,            0.008438
                 286,              0.1694,           0.0074437,                   0,             0.99667,                   1,               0.995,             0.98361,             0.21175,            0.004269,                   0,           0.0084325,           0.0084325,           0.0084325
                 287,             0.16937,           0.0075577,                   0,              0.9973,                   1,               0.995,             0.98148,             0.21138,           0.0038704,                   0,            0.008427,            0.008427,            0.008427
                 288,             0.17181,           0.0075392,                   0,             0.98828,                   1,               0.995,             0.98357,             0.21193,            0.003876,                   0,           0.0084215,           0.0084215,           0.0084215
                 289,             0.17191,           0.0078904,                   0,             0.99667,                   1,               0.995,             0.97288,             0.21395,           0.0050553,                   0,            0.008416,            0.008416,            0.008416
                 290,             0.16954,           0.0076434,                   0,              0.9977,                   1,               0.995,             0.98273,             0.20955,            0.004178,                   0,           0.0084105,           0.0084105,           0.0084105
                 291,                0.17,           0.0078299,                   0,              0.9972,                   1,               0.995,              0.9852,             0.21054,            0.003817,                   0,            0.008405,            0.008405,            0.008405
                 292,             0.17317,           0.0079415,                   0,               0.996,                   1,               0.995,             0.98191,             0.21382,           0.0041783,                   0,           0.0083995,           0.0083995,           0.0083995
                 293,             0.17426,           0.0076135,                   0,             0.99714,                   1,               0.995,             0.97384,             0.21406,           0.0042054,                   0,            0.008394,            0.008394,            0.008394
                 294,             0.17306,           0.0077735,                   0,             0.99456,                   1,               0.995,             0.98384,             0.21102,           0.0047475,                   0,           0.0083885,           0.0083885,           0.0083885
                 295,             0.17217,           0.0080168,                   0,             0.99209,                   1,               0.995,             0.98127,             0.20719,           0.0040651,                   0,            0.008383,            0.008383,            0.008383
                 296,             0.17506,           0.0080037,                   0,             0.96932,                   1,              0.9946,             0.97715,             0.21383,           0.0042377,                   0,           0.0083775,           0.0083775,           0.0083775
                 297,             0.17992,           0.0082257,                   0,             0.99685,                   1,               0.995,             0.98121,             0.21205,            0.004033,                   0,            0.008372,            0.008372,            0.008372
                 298,             0.17643,           0.0082262,                   0,              0.9974,                   1,               0.995,             0.98078,             0.21421,           0.0042504,                   0,           0.0083665,           0.0083665,           0.0083665
                 299,             0.17568,           0.0081779,                   0,             0.99688,                   1,               0.995,             0.98188,              0.2089,           0.0039428,                   0,            0.008361,            0.008361,            0.008361
                 300,             0.17101,           0.0077366,                   0,             0.99687,                   1,               0.995,             0.98147,             0.21174,           0.0039265,                   0,           0.0083555,           0.0083555,           0.0083555
                 301,             0.17181,           0.0077942,                   0,             0.95862,                   1,               0.995,             0.98197,             0.21245,           0.0045188,                   0,             0.00835,             0.00835,             0.00835
                 302,             0.17354,           0.0076939,                   0,             0.99675,                   1,               0.995,             0.97477,             0.21345,            0.004196,                   0,           0.0083445,           0.0083445,           0.0083445
                 303,             0.17111,           0.0076812,                   0,             0.99708,                   1,               0.995,             0.97419,             0.21326,           0.0041169,                   0,            0.008339,            0.008339,            0.008339
                 304,             0.17133,            0.007636,                   0,                   1,              0.9998,               0.995,             0.97943,             0.21077,            0.004187,                   0,           0.0083335,           0.0083335,           0.0083335
                 305,             0.17514,           0.0079821,                   0,             0.99669,                   1,               0.995,             0.97837,             0.21176,           0.0039956,                   0,            0.008328,            0.008328,            0.008328
                 306,             0.17788,           0.0076601,                   0,             0.99508,                   1,               0.995,             0.98048,             0.21186,           0.0040042,                   0,           0.0083225,           0.0083225,           0.0083225
                 307,             0.17326,           0.0077007,                   0,             0.99682,                   1,               0.995,             0.98055,             0.21331,           0.0039489,                   0,            0.008317,            0.008317,            0.008317
                 308,             0.17562,           0.0077994,                   0,             0.99744,                   1,               0.995,              0.9783,             0.21317,           0.0044641,                   0,           0.0083115,           0.0083115,           0.0083115
                 309,             0.17576,           0.0082743,                   0,             0.99542,                   1,               0.995,             0.97893,             0.21349,           0.0042032,                   0,            0.008306,            0.008306,            0.008306
                 310,             0.17287,           0.0077652,                   0,             0.99667,                   1,               0.995,             0.97207,             0.21611,           0.0041784,                   0,           0.0083005,           0.0083005,           0.0083005
                 311,             0.17615,           0.0081605,                   0,             0.99764,                   1,               0.995,             0.97939,             0.21431,           0.0042195,                   0,            0.008295,            0.008295,            0.008295
                 312,             0.17255,           0.0081438,                   0,             0.99699,                   1,               0.995,             0.97428,              0.2127,           0.0045602,                   0,           0.0082895,           0.0082895,           0.0082895
                 313,               0.173,           0.0077655,                   0,             0.99712,                   1,               0.995,             0.97552,             0.21054,           0.0053745,                   0,            0.008284,            0.008284,            0.008284
                 314,             0.17332,            0.007876,                   0,             0.99602,                   1,               0.995,             0.98018,             0.21462,           0.0040618,                   0,           0.0082785,           0.0082785,           0.0082785
                 315,             0.17303,           0.0073861,                   0,             0.99713,                   1,               0.995,             0.97748,             0.21516,           0.0039192,                   0,            0.008273,            0.008273,            0.008273
                 316,             0.16903,           0.0075774,                   0,             0.99649,                   1,               0.995,              0.9788,             0.21017,            0.004096,                   0,           0.0082675,           0.0082675,           0.0082675
                 317,             0.17142,           0.0073886,                   0,             0.99695,                   1,               0.995,             0.97707,             0.21373,           0.0040116,                   0,            0.008262,            0.008262,            0.008262
                 318,             0.17215,           0.0077727,                   0,             0.99722,                   1,               0.995,             0.97961,             0.20855,           0.0042119,                   0,           0.0082565,           0.0082565,           0.0082565
                 319,             0.17645,           0.0081787,                   0,             0.99657,                   1,               0.995,             0.97538,             0.21105,            0.004302,                   0,            0.008251,            0.008251,            0.008251
                 320,             0.17695,           0.0085441,                   0,             0.99607,                   1,               0.995,             0.97836,             0.21193,           0.0042365,                   0,           0.0082455,           0.0082455,           0.0082455
                 321,             0.17718,           0.0084008,                   0,             0.99668,                   1,               0.995,             0.97283,              0.2163,           0.0057585,                   0,             0.00824,             0.00824,             0.00824
                 322,             0.17236,           0.0079155,                   0,             0.99619,                   1,               0.995,             0.97057,             0.21301,           0.0055777,                   0,           0.0082345,           0.0082345,           0.0082345
                 323,             0.17057,           0.0076048,                   0,             0.99683,                   1,               0.995,             0.97917,             0.21197,           0.0043796,                   0,            0.008229,            0.008229,            0.008229
                 324,             0.17082,           0.0077581,                   0,             0.99656,                   1,               0.995,             0.97923,             0.21197,           0.0044881,                   0,           0.0082235,           0.0082235,           0.0082235
                 325,             0.17648,           0.0076912,                   0,             0.99691,                   1,               0.995,             0.97848,             0.20903,           0.0044577,                   0,            0.008218,            0.008218,            0.008218
                 326,             0.17019,           0.0074894,                   0,             0.99488,                   1,               0.995,             0.97872,             0.20547,           0.0039802,                   0,           0.0082125,           0.0082125,           0.0082125
                 327,             0.17014,           0.0077455,                   0,             0.99607,                   1,               0.995,             0.97773,             0.20858,           0.0041273,                   0,            0.008207,            0.008207,            0.008207
                 328,             0.16959,           0.0078097,                   0,                   1,                   1,               0.995,             0.97583,             0.21034,           0.0044694,                   0,           0.0082015,           0.0082015,           0.0082015
                 329,             0.16997,           0.0076504,                   0,             0.99502,                   1,               0.995,             0.98086,             0.20806,           0.0040821,                   0,            0.008196,            0.008196,            0.008196
                 330,             0.17309,           0.0078362,                   0,             0.99641,                   1,               0.995,             0.98183,             0.20969,           0.0039401,                   0,           0.0081905,           0.0081905,           0.0081905
                 331,             0.17642,           0.0083139,                   0,             0.99706,                   1,               0.995,             0.97922,             0.20895,           0.0038159,                   0,            0.008185,            0.008185,            0.008185
                 332,             0.17743,           0.0085746,                   0,             0.99678,                   1,               0.995,             0.97804,              0.2102,           0.0044343,                   0,           0.0081795,           0.0081795,           0.0081795
                 333,               0.177,           0.0081407,                   0,             0.99735,                   1,               0.995,             0.98126,             0.20917,           0.0049622,                   0,            0.008174,            0.008174,            0.008174
                 334,             0.17662,           0.0081111,                   0,             0.99705,                   1,               0.995,             0.98196,             0.21318,           0.0051667,                   0,           0.0081685,           0.0081685,           0.0081685
                 335,             0.17056,           0.0078027,                   0,              0.9965,                   1,               0.995,             0.97834,             0.21526,           0.0046568,                   0,            0.008163,            0.008163,            0.008163
                 336,             0.17244,           0.0078723,                   0,             0.99662,                   1,               0.995,             0.98014,             0.21362,            0.003842,                   0,           0.0081575,           0.0081575,           0.0081575
                 337,             0.17093,            0.007508,                   0,             0.99707,                   1,               0.995,             0.97675,               0.214,           0.0038285,                   0,            0.008152,            0.008152,            0.008152
                 338,             0.17213,           0.0077599,                   0,             0.99636,                   1,               0.995,             0.97921,             0.21115,           0.0042203,                   0,           0.0081465,           0.0081465,           0.0081465
                 339,             0.17229,           0.0076368,                   0,             0.99694,                   1,               0.995,             0.98391,             0.21009,           0.0040602,                   0,            0.008141,            0.008141,            0.008141
                 340,             0.17092,           0.0078835,                   0,             0.99688,                   1,               0.995,             0.97213,             0.21195,           0.0041303,                   0,           0.0081355,           0.0081355,           0.0081355
                 341,             0.16779,           0.0076674,                   0,             0.99682,                   1,               0.995,             0.97581,             0.21288,           0.0040782,                   0,             0.00813,             0.00813,             0.00813
                 342,             0.17087,           0.0073891,                   0,             0.99599,                   1,               0.995,             0.97521,             0.21174,           0.0040651,                   0,           0.0081245,           0.0081245,           0.0081245
                 343,             0.16793,           0.0074682,                   0,             0.99701,                   1,               0.995,             0.97863,             0.21131,           0.0040877,                   0,            0.008119,            0.008119,            0.008119
                 344,             0.17305,            0.007677,                   0,             0.99678,                   1,               0.995,             0.97342,             0.21083,           0.0041956,                   0,           0.0081135,           0.0081135,           0.0081135
                 345,             0.17563,           0.0078942,                   0,             0.99666,                   1,               0.995,             0.97669,              0.2094,           0.0042183,                   0,            0.008108,            0.008108,            0.008108
